Entity,Code,Year,"GDP, PPP (constant 2017 international $)",Annual CO₂ emissions,Annual consumption-based CO₂ emissions
Denmark,DNK,1990,2.0064E+11,53476972,62027564
Denmark,DNK,1991,2.03437E+11,64104610,65757836
Denmark,DNK,1992,2.07418E+11,58326548,69396040
Denmark,DNK,1993,2.0744E+11,60573716,67058292
Denmark,DNK,1994,2.18502E+11,64673270,68812160
Denmark,DNK,1995,2.25117E+11,61653396,68152220
Denmark,DNK,1996,2.31646E+11,74899650,73039170
Denmark,DNK,1997,2.39199E+11,65437820,67414856
Denmark,DNK,1998,2.44505E+11,61238296,65650548
Denmark,DNK,1999,2.51713E+11,58652804,69436024
Denmark,DNK,2000,2.61145E+11,54306576,65623436
Denmark,DNK,2001,2.63294E+11,55896748,66353450
Denmark,DNK,2002,2.64522E+11,55554384,66465010
Denmark,DNK,2003,2.65554E+11,60645450,67607490
Denmark,DNK,2004,2.7264E+11,55100010,70290984
Denmark,DNK,2005,2.7901E+11,51534924,66842556
Denmark,DNK,2006,2.89928E+11,59500240,72587490
Denmark,DNK,2007,2.92564E+11,54709350,70136264
Denmark,DNK,2008,2.91066E+11,51256330,68363920
Denmark,DNK,2009,2.76785E+11,48851416,62222348
Denmark,DNK,2010,2.81963E+11,49189692,62349444
Denmark,DNK,2011,2.85733E+11,44236864,59853584
Denmark,DNK,2012,2.8638E+11,39861260,52841890
Denmark,DNK,2013,2.89053E+11,41763010,52302996
Denmark,DNK,2014,2.93733E+11,37571384,50961340
Denmark,DNK,2015,3.00614E+11,35110572,49086532
Denmark,DNK,2016,3.10372E+11,36916560,49489800
Denmark,DNK,2017,3.1913E+11,34664620,49224388
Denmark,DNK,2018,3.25479E+11,34608956,50146260
Denmark,DNK,2019,3.3034E+11,30950284,46485116
Denmark,DNK,2020,3.23751E+11,28299676,42508244
Denmark,DNK,2021,3.39472E+11,29608300,46685884
Denmark,DNK,2022,,29059308,
Djibouti,DJI,1990,,296784,
Djibouti,DJI,1991,,300448,
Djibouti,DJI,1992,,304112,
Djibouti,DJI,1993,,304112,
Djibouti,DJI,1994,,300448,
Djibouti,DJI,1995,,311440,
Djibouti,DJI,1996,,307776,
Djibouti,DJI,1997,,333424,
Djibouti,DJI,1998,,384720,
Djibouti,DJI,1999,,384720,
Djibouti,DJI,2000,,366400,
Djibouti,DJI,2001,,366400,
Djibouti,DJI,2002,,399376,
Djibouti,DJI,2003,,421360,
Djibouti,DJI,2004,,406704,
Djibouti,DJI,2005,,414032,
Djibouti,DJI,2006,,414032,
Djibouti,DJI,2007,,461664,
Djibouti,DJI,2008,,498304,
Djibouti,DJI,2009,,443344,
Djibouti,DJI,2010,,516623.97,
Djibouti,DJI,2011,,472656,
Djibouti,DJI,2012,,487312,
Djibouti,DJI,2013,3560763400,556690,
Djibouti,DJI,2014,3812208400,388306,
Djibouti,DJI,2015,4099119400,431641,
Djibouti,DJI,2016,4391117300,380134,
Djibouti,DJI,2017,4630788600,391759,
Djibouti,DJI,2018,4851881500,434878,
Djibouti,DJI,2019,5120924700,448617,
Djibouti,DJI,2020,5182479400,382454,
Djibouti,DJI,2021,5431885000,454836,
Djibouti,DJI,2022,,453036,
Dominica,DMA,1990,545830300,58624,
Dominica,DMA,1991,553186800,58624,
Dominica,DMA,1992,564413300,58624,
Dominica,DMA,1993,576612600,62288,
Dominica,DMA,1994,576811460,69616,
Dominica,DMA,1995,594293800,80608,
Dominica,DMA,1996,612741900,73280,
Dominica,DMA,1997,626134140,80608,
Dominica,DMA,1998,649765800,76944,
Dominica,DMA,1999,652066560,80608,
Dominica,DMA,2000,667326340,102592,
Dominica,DMA,2001,666900300,109920,
Dominica,DMA,2002,648040300,102592,
Dominica,DMA,2003,689211260,117248,
Dominica,DMA,2004,710236900,142896,
Dominica,DMA,2005,714895100,150224,
Dominica,DMA,2006,748205300,142896,
Dominica,DMA,2007,795738600,172208,
Dominica,DMA,2008,852403600,168544,
Dominica,DMA,2009,842434000,186864,
Dominica,DMA,2010,848100500,172208,
Dominica,DMA,2011,846204540,153888,
Dominica,DMA,2012,837243260,164880,
Dominica,DMA,2013,828871300,157552,
Dominica,DMA,2014,868274050,164880,
Dominica,DMA,2015,844557100,175872,
Dominica,DMA,2016,867897700,172208,
Dominica,DMA,2017,810451650,153888,
Dominica,DMA,2018,839203100,161216,
Dominica,DMA,2019,885380100,172208,
Dominica,DMA,2020,738363500,157552,
Dominica,DMA,2021,787700400,151821,
Dominica,DMA,2022,,153220,
Dominican Republic,DOM,1990,44250526000,8936017,9375311
Dominican Republic,DOM,1991,44668314000,9538286,9945460
Dominican Republic,DOM,1992,49680515000,10418188,10879097
Dominican Republic,DOM,1993,53339242000,11208752,11475588
Dominican Republic,DOM,1994,54726250000,11796446,12125240
Dominican Republic,DOM,1995,57837674000,15106975,14930053
Dominican Republic,DOM,1996,61295112000,16484352,16339950
Dominican Republic,DOM,1997,66741346000,17265690,17667664
Dominican Republic,DOM,1998,71222680000,17788184,19572020
Dominican Republic,DOM,1999,75453340000,17821252,20259058
Dominican Republic,DOM,2000,78970800000,18991626,12239032
Dominican Republic,DOM,2001,80913100000,19144596,34147060
Dominican Republic,DOM,2002,84550220000,20949130,28824960
Dominican Republic,DOM,2003,83412430000,21345008,25526828
Dominican Republic,DOM,2004,85556240000,17333192,23907530
Dominican Republic,DOM,2005,93622680000,17940522,32494854
Dominican Republic,DOM,2006,1.02212E+11,19111932,33352594
Dominican Republic,DOM,2007,1.09792E+11,19992930,28137942
Dominican Republic,DOM,2008,1.13316E+11,20331836,27199572
Dominican Republic,DOM,2009,1.14388E+11,19780666,55428948
Dominican Republic,DOM,2010,1.23927E+11,20553454,71719656
Dominican Republic,DOM,2011,1.27811E+11,21317914,51853508
Dominican Republic,DOM,2012,1.31284E+11,21254754,58182708
Dominican Republic,DOM,2013,1.37684E+11,21266960,48248204
Dominican Republic,DOM,2014,1.47391E+11,21800612,36826252
Dominican Republic,DOM,2015,1.57601E+11,23494588,36066504
Dominican Republic,DOM,2016,1.68096E+11,24644568,30385756
Dominican Republic,DOM,2017,1.75941E+11,24016922,30584194
Dominican Republic,DOM,2018,1.88226E+11,25756240,31792962
Dominican Republic,DOM,2019,1.97735E+11,28374692,33514214
Dominican Republic,DOM,2020,1.84447E+11,23501650,29047320
Dominican Republic,DOM,2021,2.07082E+11,23784850,30225484
Dominican Republic,DOM,2022,,23637946,
East Asia and Pacific (WB),,1990,9.38243E+12,,
East Asia and Pacific (WB),,1991,9.89343E+12,,
East Asia and Pacific (WB),,1992,1.04034E+13,,
East Asia and Pacific (WB),,1993,1.09358E+13,,
East Asia and Pacific (WB),,1994,1.1596E+13,,
East Asia and Pacific (WB),,1995,1.23337E+13,,
East Asia and Pacific (WB),,1996,1.30963E+13,,
East Asia and Pacific (WB),,1997,1.36737E+13,,
East Asia and Pacific (WB),,1998,1.36441E+13,,
East Asia and Pacific (WB),,1999,1.4196E+13,,
East Asia and Pacific (WB),,2000,1.50107E+13,,
East Asia and Pacific (WB),,2001,1.55603E+13,,
East Asia and Pacific (WB),,2002,1.63245E+13,,
East Asia and Pacific (WB),,2003,1.72187E+13,,
East Asia and Pacific (WB),,2004,1.83111E+13,,
East Asia and Pacific (WB),,2005,1.94847E+13,,
East Asia and Pacific (WB),,2006,2.08551E+13,,
East Asia and Pacific (WB),,2007,2.25387E+13,,
East Asia and Pacific (WB),,2008,2.36502E+13,,
East Asia and Pacific (WB),,2009,2.44182E+13,,
East Asia and Pacific (WB),,2010,2.63803E+13,,
East Asia and Pacific (WB),,2011,2.79401E+13,,
East Asia and Pacific (WB),,2012,2.94979E+13,,
East Asia and Pacific (WB),,2013,3.11292E+13,,
East Asia and Pacific (WB),,2014,3.27212E+13,,
East Asia and Pacific (WB),,2015,3.43541E+13,,
East Asia and Pacific (WB),,2016,3.60702E+13,,
East Asia and Pacific (WB),,2017,3.80016E+13,,
East Asia and Pacific (WB),,2018,3.99333E+13,,
East Asia and Pacific (WB),,2019,4.16696E+13,,
East Asia and Pacific (WB),,2020,4.16035E+13,,
East Asia and Pacific (WB),,2021,4.40323E+13,,
East Timor,TLS,1994,,0,
East Timor,TLS,1995,,0,
East Timor,TLS,1996,,0,
East Timor,TLS,1997,,0,
East Timor,TLS,1998,,60535,
East Timor,TLS,1999,,152974,
East Timor,TLS,2000,2033236500,219860,
East Timor,TLS,2001,2365623800,118844,
East Timor,TLS,2002,2207110700,261882,
East Timor,TLS,2003,2158945500,248530,
East Timor,TLS,2004,2167581200,496998,
East Timor,TLS,2005,2232341000,321145,
East Timor,TLS,2006,2140381800,316708,
East Timor,TLS,2007,2360036900,288067,
East Timor,TLS,2008,2628857900,285133,
East Timor,TLS,2009,2895537200,321783,
East Timor,TLS,2010,3165674200,313134,
East Timor,TLS,2011,3354223400,433890,
East Timor,TLS,2012,3517191700,591295,
East Timor,TLS,2013,3626326000,618736,
East Timor,TLS,2014,3788493800,624261,
East Timor,TLS,2015,3893178400,589620,
East Timor,TLS,2016,4024883700,642966,
East Timor,TLS,2017,3901816800,689670,
East Timor,TLS,2018,3874884400,617024,
East Timor,TLS,2019,4786017000,675431,
East Timor,TLS,2020,6313449500,646494,
East Timor,TLS,2021,6647522000,663697,
East Timor,TLS,2022,,668892,
Ecuador,ECU,1990,84852690000,16457821,16189366
Ecuador,ECU,1991,88494010000,16157175,15689647
Ecuador,ECU,1992,90365040000,21959676,19860944
Ecuador,ECU,1993,92148150000,24088526,22598234
Ecuador,ECU,1994,96072040000,14306838,15095489
Ecuador,ECU,1995,98236110000,23498436,22385026
Ecuador,ECU,1996,99937310000,25299900,23197640
Ecuador,ECU,1997,1.04262E+11,19428882,19836512
Ecuador,ECU,1998,1.07668E+11,23090470,24771368
Ecuador,ECU,1999,1.02565E+11,21976232,21661668
Ecuador,ECU,2000,1.03685E+11,20927296,19822896
Ecuador,ECU,2001,1.07849E+11,23407850,24582814
Ecuador,ECU,2002,1.12267E+11,24827052,26795718
Ecuador,ECU,2003,1.15324E+11,27071580,28859312
Ecuador,ECU,2004,1.24793E+11,29258108,31089822
Ecuador,ECU,2005,1.31397E+11,30589608,32974616
Ecuador,ECU,2006,1.37183E+11,29689756,34040456
Ecuador,ECU,2007,1.40187E+11,34279184,38347240
Ecuador,ECU,2008,1.49099E+11,30314430,35664892
Ecuador,ECU,2009,1.49944E+11,33598600,37192332
Ecuador,ECU,2010,1.55229E+11,36276410,40084090
Ecuador,ECU,2011,1.67443E+11,38263916,43058668
Ecuador,ECU,2012,1.7689E+11,37408784,42561652
Ecuador,ECU,2013,1.8564E+11,39654976,45615788
Ecuador,ECU,2014,1.92674E+11,43731348,49321876
Ecuador,ECU,2015,1.92864E+11,41275740,47175220
Ecuador,ECU,2016,1.90499E+11,39357052,43039590
Ecuador,ECU,2017,1.95011E+11,39174204,44888984
Ecuador,ECU,2018,1.97525E+11,38429116,45245344
Ecuador,ECU,2019,1.97549E+11,40065172,46702348
Ecuador,ECU,2020,1.82165E+11,32909420,39259600
Ecuador,ECU,2021,1.8988E+11,39731668,46395536
Ecuador,ECU,2022,,41613410,
Egypt,EGY,1990,3.41673E+11,75217530,80404856
Egypt,EGY,1991,3.45518E+11,77295850,76318990
Egypt,EGY,1992,3.60973E+11,79939880,85188136
Egypt,EGY,1993,3.71444E+11,92277976,91864616
Egypt,EGY,1994,3.86202E+11,88372740,90430080
Egypt,EGY,1995,4.04131E+11,98994500,99929930
Egypt,EGY,1996,4.24292E+11,97950850,101485944
Egypt,EGY,1997,4.47596E+11,111704890,113067090
Egypt,EGY,1998,4.72552E+11,125025720,129706264
Egypt,EGY,1999,5.01157E+11,128221096,134085550
Egypt,EGY,2000,5.33081E+11,143836050,137280700
Egypt,EGY,2001,5.51927E+11,127656536,121097990
Egypt,EGY,2002,5.65119E+11,129155000,121721330
Egypt,EGY,2003,5.83166E+11,149919400,137692930
Egypt,EGY,2004,6.07029E+11,152575700,133375710
Egypt,EGY,2005,6.34174E+11,168216830,149496690
Egypt,EGY,2006,6.77576E+11,179194160,158556370
Egypt,EGY,2007,7.25601E+11,188805040,172474300
Egypt,EGY,2008,7.77527E+11,197727730,182771780
Egypt,EGY,2009,8.13866E+11,206477900,199055170
Egypt,EGY,2010,8.55757E+11,203607570,202111420
Egypt,EGY,2011,8.70858E+11,216917280,213189780
Egypt,EGY,2012,8.90245E+11,213733500,221383840
Egypt,EGY,2013,9.09701E+11,211418910,213633710
Egypt,EGY,2014,9.36227E+11,226899340,240494450
Egypt,EGY,2015,9.77159E+11,224479740,247049550
Egypt,EGY,2016,1.01963E+12,239385580,260187780
Egypt,EGY,2017,1.06227E+12,260110600,257008670
Egypt,EGY,2018,1.11872E+12,243907890,242825600
Egypt,EGY,2019,1.18089E+12,256140160,253761180
Egypt,EGY,2020,1.22304E+12,227637950,234864660
Egypt,EGY,2021,1.26373E+12,246884400,265254060
Egypt,EGY,2022,,258951660,
El Salvador,SLV,1990,27866241000,2475071,4106930
El Salvador,SLV,1991,28282587000,3154717,4691854.5
El Salvador,SLV,1992,30268580000,3316777,5010621
El Salvador,SLV,1993,32029700000,3975594,5439394.5
El Salvador,SLV,1994,33532553000,4512672,6054903
El Salvador,SLV,1995,35120013000,4998356,6631704
El Salvador,SLV,1996,35404997000,4414490,6112373.5
El Salvador,SLV,1997,36515996000,5415735,7240233.5
El Salvador,SLV,1998,37484503000,5731188,8165088
El Salvador,SLV,1999,38294930000,5587859,7912412
El Salvador,SLV,2000,38726860000,5670975,8305003
El Salvador,SLV,2001,39067510000,5857395,8327845.5
El Salvador,SLV,2002,39682007000,6069883,8282544.5
El Salvador,SLV,2003,40303186000,6434851,8441737
El Salvador,SLV,2004,40661643000,6253812,7994433
El Salvador,SLV,2005,41761730000,6297707,8254552
El Salvador,SLV,2006,43577676000,6717812,9152231
El Salvador,SLV,2007,44387557000,6845580,9128301
El Salvador,SLV,2008,45333260000,6404717,8878530
El Salvador,SLV,2009,44387557000,6312459,7902685
El Salvador,SLV,2010,45323200000,6318629,7922372.5
El Salvador,SLV,2011,47048598000,6499405,8382626
El Salvador,SLV,2012,48376603000,6471882,7945577.5
El Salvador,SLV,2013,49458123000,6094472,7895432.5
El Salvador,SLV,2014,50303218000,6151155,7978808
El Salvador,SLV,2015,51510493000,6667772,8598741
El Salvador,SLV,2016,52818380000,6595795,8492574
El Salvador,SLV,2017,54005535000,5969700,7847704.5
El Salvador,SLV,2018,55308386000,6262603,8759291
El Salvador,SLV,2019,56656515000,7549650,9505612
El Salvador,SLV,2020,52023587000,6594499,8596407
El Salvador,SLV,2021,57370820000,7487630,9587319
El Salvador,SLV,2022,,7714380,
Equatorial Guinea,GNQ,1990,435949280,62288,
Equatorial Guinea,GNQ,1991,431492830,65952,
Equatorial Guinea,GNQ,1992,581416400,65952,
Equatorial Guinea,GNQ,1993,645565300,69616,
Equatorial Guinea,GNQ,1994,753173500,1152916,
Equatorial Guinea,GNQ,1995,884875460,1227055,
Equatorial Guinea,GNQ,1996,1474025500,1355536,
Equatorial Guinea,GNQ,1997,3684665000,1974754,
Equatorial Guinea,GNQ,1998,4560675300,2302334,
Equatorial Guinea,GNQ,1999,5731128000,2511309,
Equatorial Guinea,GNQ,2000,6774982700,2699265,
Equatorial Guinea,GNQ,2001,11068959000,3094681,
Equatorial Guinea,GNQ,2002,13223291000,2761457,
Equatorial Guinea,GNQ,2003,15068634000,3133436,
Equatorial Guinea,GNQ,2004,20794524000,6137383,
Equatorial Guinea,GNQ,2005,24277336000,6208019,
Equatorial Guinea,GNQ,2006,26147885000,6181641,
Equatorial Guinea,GNQ,2007,30143834000,5723963,
Equatorial Guinea,GNQ,2008,35509170000,5941702,
Equatorial Guinea,GNQ,2009,35986182000,4901532,
Equatorial Guinea,GNQ,2010,32774713000,6402228,
Equatorial Guinea,GNQ,2011,34912910000,6094526,
Equatorial Guinea,GNQ,2012,37815177000,6900679,
Equatorial Guinea,GNQ,2013,36252200000,8196183,
Equatorial Guinea,GNQ,2014,36402670000,7672193,
Equatorial Guinea,GNQ,2015,33086372000,7033487,
Equatorial Guinea,GNQ,2016,30169340000,7558256,
Equatorial Guinea,GNQ,2017,28459490000,7862125,
Equatorial Guinea,GNQ,2018,26684600000,6008448,
Equatorial Guinea,GNQ,2019,25221798000,4637975,
Equatorial Guinea,GNQ,2020,24152019000,5524802,
Equatorial Guinea,GNQ,2021,23923692000,5629140,
Equatorial Guinea,GNQ,2022,,5076202,
Eritrea,ERI,1990,,0,
Eritrea,ERI,1993,,0,
Eritrea,ERI,1994,,743834,
Eritrea,ERI,1995,,822787,
Eritrea,ERI,1996,,898479,
Eritrea,ERI,1997,,808466,
Eritrea,ERI,1998,,586169,
Eritrea,ERI,1999,,615453,
Eritrea,ERI,2000,,604433,
Eritrea,ERI,2001,,626345,
Eritrea,ERI,2002,,600625,
Eritrea,ERI,2003,,710473,
Eritrea,ERI,2004,,769025,
Eritrea,ERI,2005,,768953,
Eritrea,ERI,2006,,548946,
Eritrea,ERI,2007,,563359,
Eritrea,ERI,2008,,409357,
Eritrea,ERI,2009,,497314,
Eritrea,ERI,2010,,497337,
Eritrea,ERI,2011,,577818,
Eritrea,ERI,2012,,608229,
Eritrea,ERI,2013,,569510,
Eritrea,ERI,2014,,569107,
Eritrea,ERI,2015,,554345,
Eritrea,ERI,2016,,557483,
Eritrea,ERI,2017,,557061,
Eritrea,ERI,2018,,623013,
Eritrea,ERI,2019,,648089,
Eritrea,ERI,2020,,640911,
Eritrea,ERI,2021,,700427,
Eritrea,ERI,2022,,696826,
Estonia,EST,1990,,36919604,31361640
Estonia,EST,1991,,34147164,30270002
Estonia,EST,1992,,24421038,24017358
Estonia,EST,1993,,19438748,17939370
Estonia,EST,1994,,20045086,16631612
Estonia,EST,1995,18289381000,18061320,15673753
Estonia,EST,1996,19193428000,19043080,16755575
Estonia,EST,1997,21698173000,18682882,15956306
Estonia,EST,1998,22639837000,16940746,17048310
Estonia,EST,1999,22543612000,15937988,19784092
Estonia,EST,2000,24817727000,15481725,20319784
Estonia,EST,2001,26307705000,15882095,18945440
Estonia,EST,2002,28089096000,15370402,19821268
Estonia,EST,2003,30223942000,17263582,20702360
Estonia,EST,2004,32280381000,17327458,20822128
Estonia,EST,2005,35355546000,17096810,19352286
Estonia,EST,2006,38808224000,16444916,21197784
Estonia,EST,2007,41749553000,19942080,21240464
Estonia,EST,2008,39606964000,17822380,17500694
Estonia,EST,2009,33812840000,14417051,14070532
Estonia,EST,2010,34639315000,18975448,17244820
Estonia,EST,2011,37155197000,18956354,19534164
Estonia,EST,2012,38354645000,17771784,17610140
Estonia,EST,2013,38914020000,19660420,17177688
Estonia,EST,2014,40085860000,18828278,17318140
Estonia,EST,2015,40828660000,15823998,17991156
Estonia,EST,2016,42117034000,17489174,16590464
Estonia,EST,2017,44556472000,18738382,16841120
Estonia,EST,2018,46242580000,17884834,18012118
Estonia,EST,2019,47971918000,12323983,14643963
Estonia,EST,2020,47707590000,9238881,12458316
Estonia,EST,2021,51530620000,10419918,13902810
Estonia,EST,2022,,10311845,
Eswatini,SWZ,1990,4192567600,959968,
Eswatini,SWZ,1991,4266372400,872032,
Eswatini,SWZ,1992,4404014600,831728,
Eswatini,SWZ,1993,4540808000,710816,
Eswatini,SWZ,1994,4649818600,1077216,
Eswatini,SWZ,1995,4874203000,1062560,
Eswatini,SWZ,1996,5061472000,787760,
Eswatini,SWZ,1997,5218520000,1143168,
Eswatini,SWZ,1998,5354412500,1161488,
Eswatini,SWZ,1999,5512414000,1238432,
Eswatini,SWZ,2000,5609442300,1209120,
Eswatini,SWZ,2001,5668609000,1095536,
Eswatini,SWZ,2002,5916900000,1080880,
Eswatini,SWZ,2003,6146488000,1003936.06,
Eswatini,SWZ,2004,6369231400,1000272.06,
Eswatini,SWZ,2005,6751307300,1014928,
Eswatini,SWZ,2006,7155857000,1014928,
Eswatini,SWZ,2007,7473246000,1040576,
Eswatini,SWZ,2008,7534651000,1022256,
Eswatini,SWZ,2009,7652572000,1058896,
Eswatini,SWZ,2010,7942892000,996608,
Eswatini,SWZ,2011,8121387000,1007599.94,
Eswatini,SWZ,2012,8559668000,1168816,
Eswatini,SWZ,2013,8890175000,1399648,
Eswatini,SWZ,2014,8972252000,769440,
Eswatini,SWZ,2015,9172107000,868368,
Eswatini,SWZ,2016,9269571000,1055232,
Eswatini,SWZ,2017,9457426000,985616,
Eswatini,SWZ,2018,9681448000,1033247.94,
Eswatini,SWZ,2019,9943192000,1121184,
Eswatini,SWZ,2020,9788113000,1091872,
Eswatini,SWZ,2021,10559740000,1131434,
Eswatini,SWZ,2022,,1265046,
Ethiopia,ETH,1990,36730642000,2986507,3934314.8
Ethiopia,ETH,1991,34109000000,2958472,3984600.8
Ethiopia,ETH,1992,31150903000,2936737,4068311
Ethiopia,ETH,1993,35245015000,2993623,4073544.5
Ethiopia,ETH,1994,36369318000,2197201,3362753.2
Ethiopia,ETH,1995,38597853000,2505953,3701502.2
Ethiopia,ETH,1996,43394090000,2794189,3964761.2
Ethiopia,ETH,1997,44754020000,2980158,4403542
Ethiopia,ETH,1998,43206360000,3147422,5166430.5
Ethiopia,ETH,1999,45436740000,3094276,5045314
Ethiopia,ETH,2000,48196210000,3462855,3807984.2
Ethiopia,ETH,2001,52197126000,4264586,4429703
Ethiopia,ETH,2002,52987770000,4431687,3856438.8
Ethiopia,ETH,2003,51842510000,4870232,4072728.2
Ethiopia,ETH,2004,58878890000,5158551,4120096
Ethiopia,ETH,2005,65837650000,4956129,4071546
Ethiopia,ETH,2006,72970980000,5318177,4508660.5
Ethiopia,ETH,2007,81330650000,5839596,4825596
Ethiopia,ETH,2008,90105030000,6417597,5337965
Ethiopia,ETH,2009,98036570000,6453445,5606550.5
Ethiopia,ETH,2010,1.10341E+11,6336871,5021090
Ethiopia,ETH,2011,1.22675E+11,7402480,5518743
Ethiopia,ETH,2012,1.33284E+11,8108686.5,7488149
Ethiopia,ETH,2013,1.47388E+11,9781029,8263507.5
Ethiopia,ETH,2014,1.62506E+11,12016546,10571441
Ethiopia,ETH,2015,1.79395E+11,12696406,11437085
Ethiopia,ETH,2016,1.96318E+11,14424923,13135398
Ethiopia,ETH,2017,2.15094E+11,15583688,20235284
Ethiopia,ETH,2018,2.29755E+11,15988957,19548466
Ethiopia,ETH,2019,2.48972E+11,16674992,20192380
Ethiopia,ETH,2020,2.64059E+11,17810122,21049366
Ethiopia,ETH,2021,2.78945E+11,18919488,22648198
Ethiopia,ETH,2022,,19073260,
Europe,,1990,,8038430700,7769823000
Europe,,1991,,7738463000,7658185000
Europe,,1992,,7097750500,6655912000
Europe,,1993,,6807967000,6568175600
Europe,,1994,,6447623000,6403273700
Europe,,1995,,6424747500,6402708500
Europe,,1996,,6473145300,6572454400
Europe,,1997,,6267733500,6383271000
Europe,,1998,,6240960000,6351524000
Europe,,1999,,6157762000,6274347500
Europe,,2000,,6155590700,6311886000
Europe,,2001,,6282255400,6464477000
Europe,,2002,,6249997000,6444117000
Europe,,2003,,6396391000,6689082400
Europe,,2004,,6429227000,6783313000
Europe,,2005,,6421545500,6911564000
Europe,,2006,,6522041000,7086989000
Europe,,2007,,6479696000,7186645500
Europe,,2008,,6404985300,7146937000
Europe,,2009,,5892881400,6522410000
Europe,,2010,,6123992000,6811621000
Europe,,2011,,6049206000,6681111600
Europe,,2012,,5999425000,6538475500
Europe,,2013,,5844850700,6355737000
Europe,,2014,,5614210000,6118387700
Europe,,2015,,5614495000,5953857000
Europe,,2016,,5606777000,6009032000
Europe,,2017,,5638487600,6027714600
Europe,,2018,,5612440600,6036815000
Europe,,2019,,5436361000,5874285000
Europe,,2020,,5029197000,5441443000
Europe,,2021,,5310309000,5798676000
Europe,,2022,,5105307600,
Europe (GCP),,1990,,8038430000,7932406300
Europe (GCP),,1991,,7738462700,7791942000
Europe (GCP),,1992,,7097750500,6800003000
Europe (GCP),,1993,,6807967000,6694158300
Europe (GCP),,1994,,6447623000,6514783000
Europe (GCP),,1995,,6424747500,6519032000
Europe (GCP),,1996,,6473146000,6701804000
Europe (GCP),,1997,,6267733500,6517185000
Europe (GCP),,1998,,6240960500,6495184400
Europe (GCP),,1999,,6157762000,6384238600
Europe (GCP),,2000,,6155591000,6421562000
Europe (GCP),,2001,,6282255400,6575498000
Europe (GCP),,2002,,6249997000,6559089000
Europe (GCP),,2003,,6396391000,6782979600
Europe (GCP),,2004,,6429227000,6881028000
Europe (GCP),,2005,,6421545500,7002892000
Europe (GCP),,2006,,6522041000,7192344600
Europe (GCP),,2007,,6479696000,7294904300
Europe (GCP),,2008,,6404985000,7261334500
Europe (GCP),,2009,,5892881400,6622875600
Europe (GCP),,2010,,6123991600,6906479600
Europe (GCP),,2011,,6049206000,6790034000
Europe (GCP),,2012,,5999425000,6645986000
Europe (GCP),,2013,,5844850700,6454106000
Europe (GCP),,2014,,5614210000,6206335000
Europe (GCP),,2015,,5614495000,6044961000
Europe (GCP),,2016,,5606776300,6103574500
Europe (GCP),,2017,,5638487600,6123038700
Europe (GCP),,2018,,5612441000,6131222000
Europe (GCP),,2019,,5436361000,5967432700
Europe (GCP),,2020,,5029197000,5532850700
Europe (GCP),,2021,,5310309000,5889659000
Europe (GCP),,2022,,5105307600,
Europe (excl. EU-27),,1990,,4168003000,3367878000
Europe (excl. EU-27),,1991,,3933905400,3371956200
Europe (excl. EU-27),,1992,,3419127000,2053935100
Europe (excl. EU-27),,1993,,3198129700,2272310300
Europe (excl. EU-27),,1994,,2856860700,2219672600
Europe (excl. EU-27),,1995,,2787689700,2160177700
Europe (excl. EU-27),,1996,,2751233500,2374136000
Europe (excl. EU-27),,1997,,2612198700,2270871600
Europe (excl. EU-27),,1998,,2595127800,2186553000
Europe (excl. EU-27),,1999,,2567401200,2109321600
Europe (excl. EU-27),,2000,,2554082000,2097875500
Europe (excl. EU-27),,2001,,2623990300,2247070200
Europe (excl. EU-27),,2002,,2591092000,2247382300
Europe (excl. EU-27),,2003,,2653308000,2331373000
Europe (excl. EU-27),,2004,,2675231200,2362855400
Europe (excl. EU-27),,2005,,2686690000,2401106000
Europe (excl. EU-27),,2006,,2777513200,2482086100
Europe (excl. EU-27),,2007,,2771451000,2576359200
Europe (excl. EU-27),,2008,,2780626700,2570674200
Europe (excl. EU-27),,2009,,2562357800,2385449200
Europe (excl. EU-27),,2010,,2692547000,2511831000
Europe (excl. EU-27),,2011,,2718292500,2519228400
Europe (excl. EU-27),,2012,,2740995800,2648541200
Europe (excl. EU-27),,2013,,2666325500,2587128000
Europe (excl. EU-27),,2014,,2572628700,2469847800
Europe (excl. EU-27),,2015,,2521733000,2354853000
Europe (excl. EU-27),,2016,,2508780300,2393684500
Europe (excl. EU-27),,2017,,2518705700,2372027400
Europe (excl. EU-27),,2018,,2566201300,2351623200
Europe (excl. EU-27),,2019,,2532199200,2347563500
Europe (excl. EU-27),,2020,,2399226400,2232863700
Europe (excl. EU-27),,2021,,2504547300,2300555000
Europe (excl. EU-27),,2022,,2343400700,
Europe (excl. EU-28),,1990,,3566058000,2698271700
Europe (excl. EU-28),,1991,,3324492800,2695192000
Europe (excl. EU-28),,1992,,2825281000,1361267500
Europe (excl. EU-28),,1993,,2618517000,1614978300
Europe (excl. EU-28),,1994,,2282844000,1569913000
Europe (excl. EU-28),,1995,,2221531000,1515845100
Europe (excl. EU-28),,1996,,2164472800,1701280300
Europe (excl. EU-28),,1997,,2049490400,1598740500
Europe (excl. EU-28),,1998,,2026584000,1490556500
Europe (excl. EU-28),,1999,,2005751600,1427158300
Europe (excl. EU-28),,2000,,1985048300,1353767300
Europe (excl. EU-28),,2001,,2046019600,1520525600
Europe (excl. EU-28),,2002,,2030818700,1511962400
Europe (excl. EU-28),,2003,,2081689300,1582827000
