island,species,sex,body_mass_g,bill_length_mm,bill_depth_mm,flipper_length_mm
Biscoe,Gentoo,male,5827.751408986288,53.43149860800123,17.130061447801378,231.69923277317298
Biscoe,Gentoo,male,6192.223461025971,49.88017956588125,14.934198563665351,222.45596306234052
Biscoe,Gentoo,male,5303.431696307254,50.272754352791324,16.184072821464174,233.06239087746826
Biscoe,Gentoo,male,5749.399130984261,49.02741209015085,16.513049762698568,219.21140966397627
Biscoe,Gentoo,male,5835.038484642642,51.13178582001577,15.945519764346173,223.4051752535671
Biscoe,Gentoo,male,5612.091461257285,49.81054190359493,15.645392643051627,211.45386918982928
Biscoe,Gentoo,male,5632.129468400819,50.01824872283159,15.734400127522028,222.4767917370183
Biscoe,Gentoo,male,5868.747773769679,53.014871142351595,16.103945180493717,235.4535438476492
Biscoe,Gentoo,male,5522.736029167734,49.28087732028105,16.33812712747898,217.12779145738315
Biscoe,Gentoo,male,4865.369441499211,43.89235524763828,15.229923087357804,212.49324650405043
Biscoe,Gentoo,male,5624.88175031298,50.01970434733891,15.612686409381215,224.70528873267892
Biscoe,Gentoo,male,5081.546722808973,50.52561233066708,14.757772663569634,220.23336989274068
Biscoe,Gentoo,male,5293.142529547276,49.046880230497855,15.6813773384554,218.03527402261292
Biscoe,Gentoo,male,5409.835760454756,50.21347852732137,15.341103060589301,219.40797059216754
Biscoe,Gentoo,male,4820.272737249992,49.903179856396775,15.79565086138573,216.93660166453893
Biscoe,Gentoo,male,5427.339062804953,51.58660295609069,16.316877628985225,220.26323186730016
Biscoe,Gentoo,male,5762.712275116692,48.47573016274992,16.46793715455241,212.3870659625863
Biscoe,Gentoo,male,5289.835920201871,48.903536588564876,15.267307078147443,214.12356430694206
Biscoe,Gentoo,male,5019.404138093538,44.82280591019158,14.906656243291518,207.91821285470542
Biscoe,Gentoo,male,5390.261152927267,53.73263167518987,15.53815827188871,222.12444887450357
Biscoe,Gentoo,male,5305.230038273907,52.307263865982314,15.28462028236893,221.95577797194161
Biscoe,Gentoo,male,5582.1832500028195,47.34845712255022,14.340137187009454,224.59124084589462
Biscoe,Gentoo,male,5290.214175942662,48.611002679462516,14.600540782364957,216.38390956835735
Biscoe,Gentoo,male,5265.295748307642,45.77767505144905,15.44390413405891,210.8394132387741
Biscoe,Gentoo,male,5596.868515201572,47.580910934979116,16.715277777955894,220.3284151371258
Biscoe,Gentoo,male,5640.102462035012,50.59506191232414,15.013260044600027,224.1750807432065
Biscoe,Gentoo,male,5843.420322719509,47.6747154921219,16.315429096179184,222.6752373069947
Biscoe,Gentoo,male,5818.463736730402,49.33740113171984,15.740110782959523,225.77910566017616
Biscoe,Gentoo,male,5279.538690975663,44.70423538912701,16.15758514806516,222.38964049176914
Biscoe,Gentoo,male,5768.399002297283,49.825722086341806,17.31217928497056,228.8216338713815
Biscoe,Gentoo,male,5069.9958977914275,43.804090638686745,14.797569518396513,219.3598945118258
Biscoe,Gentoo,male,5534.940066693272,50.16163406260676,14.53347473090404,224.16833636908973
Biscoe,Gentoo,male,4862.466063975239,51.17291345492432,15.471940719430945,222.6215405808427
Biscoe,Gentoo,male,5611.577316294147,47.613379861333925,16.232915910661866,222.78645214063278
Biscoe,Gentoo,male,5148.698939770834,48.32054636292099,15.98228895732034,216.76722824496872
Biscoe,Gentoo,male,5461.716398347932,48.58409015460248,16.06667241494129,222.48444961044856
Biscoe,Gentoo,male,5570.649566521203,46.4249194551608,15.755534960837146,224.33806769706442
Biscoe,Gentoo,male,5015.1329826867195,46.474687585702476,17.48870735665156,220.3013376188653
Biscoe,Gentoo,male,5766.0215940282815,52.25662897783197,16.205814925744644,217.1277727727651
Biscoe,Gentoo,male,5828.243173420493,46.48188710946248,15.445458584257077,220.55281853857127
Biscoe,Gentoo,male,5571.696083941723,48.245784368843864,15.88904291199974,222.58831818307274
Biscoe,Gentoo,male,5097.996414776648,49.588765091138875,16.288850251272706,223.9815168860709
Biscoe,Gentoo,male,5019.895916090287,49.23616825520185,15.72058847351324,218.10612236354655
Biscoe,Gentoo,male,5013.947178945903,49.65788930054919,15.812998979674674,225.45959573469955
Biscoe,Gentoo,male,5345.101366850556,50.25611885984749,15.422291341779786,214.16187070978506
Biscoe,Gentoo,male,5451.4135729136815,53.58890543086563,15.901370031265076,218.1594445556702
Biscoe,Gentoo,male,5595.47132618909,49.50391998347424,14.944396163711454,213.8807386143582
Biscoe,Gentoo,male,5734.059704073009,48.93078233349709,15.36522164739302,217.20951796705938
Biscoe,Gentoo,male,5322.480834194159,50.887456256597886,15.997060514084241,217.44038157237165
Biscoe,Gentoo,male,5829.626410452026,55.998044083528555,15.804874433040993,224.90598329554004
Biscoe,Gentoo,male,5369.037959320649,47.99053125719333,16.09234478724347,221.76443589297537
Biscoe,Gentoo,male,5014.814560471352,51.13647985489077,15.088579871352312,224.69495630663803
Biscoe,Gentoo,male,5708.264261324778,50.395254633090325,16.50160469034165,223.93487272987335
Biscoe,Gentoo,male,5659.291797568201,53.57752269053505,16.29107688000524,215.0594069578092
Biscoe,Gentoo,male,5521.782884871406,47.696426942146005,15.390741318983668,221.30823434038538
Biscoe,Gentoo,male,5638.661776554945,51.73066654472923,14.739929397823543,221.16873511578692
Biscoe,Gentoo,male,5932.674047890534,49.03493977561127,16.31346536133119,227.16749381318348
Biscoe,Gentoo,male,5381.507693444914,47.19962972016292,15.403059901923859,213.89075073518654
Biscoe,Gentoo,male,5801.147069321229,49.40821802672698,14.738641439797954,220.79649561438384
Biscoe,Gentoo,male,5312.300287407876,49.396502885020254,16.263302245990452,225.17575944234204
Biscoe,Gentoo,male,5918.513699720433,50.80546278819981,14.574788521906388,222.61579764067469
Biscoe,Gentoo,male,5433.021098187577,46.442219798937366,14.845826093010158,215.70336962819013
Biscoe,Gentoo,male,5411.929237602199,45.51749782594011,16.81330968623999,223.45438383180596
Biscoe,Gentoo,male,5679.071649595871,49.41792949233613,16.32619487495254,222.62758102824293
Biscoe,Gentoo,male,5674.999172750464,50.85805057355392,16.009487612710984,224.45750466100725
Biscoe,Gentoo,male,5936.164624395854,49.7563742059578,13.756003511164872,217.3802335361887
Biscoe,Gentoo,male,5632.014834487137,52.333735002182515,15.828316600726222,221.1506751346999
Biscoe,Gentoo,male,5800.542848687207,46.65247997577017,14.400579895359403,209.55302311994376
Biscoe,Gentoo,male,5698.962121480388,55.83592847175452,16.491970791957623,232.6049387378687
Biscoe,Gentoo,male,5334.52192105978,51.33136249828192,15.72844004140313,220.29839057627197
Biscoe,Gentoo,male,5881.736588187398,46.63427116711962,15.968842631340609,219.91138473245056
Biscoe,Gentoo,male,5181.6114573564755,52.03367837832394,15.425445225533103,220.29074132515032
Biscoe,Gentoo,male,5804.769520930712,43.28339436235835,15.162149028304425,213.5866637239776
Biscoe,Gentoo,male,5204.509290410128,47.05838927841064,15.235652236583764,220.31277367056862
Biscoe,Gentoo,male,5791.368218934712,48.17746728795666,16.297292055779682,229.82373192480688
Biscoe,Gentoo,male,5449.749256491582,48.99603471890059,15.410620210046282,223.93783322749158
Biscoe,Gentoo,male,5495.817327855875,50.20595761915798,16.186452837468526,222.6895155561457
Biscoe,Gentoo,male,6089.693451250549,47.828318903244096,15.4238496330806,225.5304357663731
Biscoe,Gentoo,male,5246.773721167613,48.4176881750104,14.678531272223085,219.31206312153176
Biscoe,Gentoo,male,5812.907132964298,49.477440840776104,15.398808130356658,215.35244590591086
Biscoe,Gentoo,male,5272.124759073565,50.902429144907465,15.510095185600123,223.6289951430406
Biscoe,Gentoo,male,5492.625271491099,51.269708552894144,16.158733506459374,223.74430051604443
Biscoe,Gentoo,male,5446.205268701172,48.423949679807876,14.70863496534622,221.66074867215494
Biscoe,Gentoo,male,6092.76213221997,52.25457438673931,16.607776341679582,231.52610162106427
Biscoe,Gentoo,male,5883.242492977236,50.40273598124998,16.52492367443362,222.81793926823852
Biscoe,Gentoo,male,5508.44418299236,53.038974898835995,15.07404123545999,219.23640088528316
Biscoe,Gentoo,male,5526.836602043537,53.58230936476022,16.621754002307256,227.5674433553492
Biscoe,Gentoo,male,5510.37089527281,56.0128123051456,16.663367475818106,227.1033701531209
Biscoe,Gentoo,male,5053.197278815961,50.67039795440968,15.866507640232134,218.6540762147962
Biscoe,Gentoo,male,4957.437406338193,44.700620290690914,14.895700137896473,223.02938401123643
Biscoe,Gentoo,male,5426.2621437049065,45.09365432804668,15.250938793849356,218.17015093985785
Biscoe,Gentoo,male,5420.527855513738,51.54211174904514,16.066856613843303,223.76450936300375
Biscoe,Gentoo,male,5257.333220686617,46.18511906368442,14.671289939907536,221.313149865531
Biscoe,Gentoo,male,5205.414975396349,48.22724390951521,14.866787715090096,217.4683729636318
Biscoe,Gentoo,male,5468.315770540378,50.829748325549126,16.260633763728105,225.4345303889245
Biscoe,Gentoo,male,6043.480545617385,47.899591822644666,16.45735197577522,220.50284209637354
Biscoe,Gentoo,male,5374.925817416975,48.959274177276804,15.76924096733778,219.1754806509351
Biscoe,Gentoo,male,5837.958302580136,45.09409401960881,14.904504772457344,212.299571399312
Biscoe,Gentoo,male,5407.666844162146,49.02419473402049,15.358658120782328,222.94550775107402
Biscoe,Gentoo,male,5581.6876351552855,54.50950298157078,17.635566190503862,232.03221047957373
Biscoe,Gentoo,male,6165.649392330172,49.35812768226272,15.54159509927235,219.60281061445832
Biscoe,Gentoo,male,5577.199696342103,49.84517330867189,16.217764526759684,221.9980220469231
Biscoe,Gentoo,male,5281.841425570581,47.72635403105758,14.370430307229947,211.53654097775652
Biscoe,Gentoo,male,4950.385539832575,49.402358709375456,15.04798520543445,223.41430776772634
Biscoe,Gentoo,male,5324.254931819153,45.36389787003951,14.544259299508363,206.5385457978446
Biscoe,Gentoo,male,5797.381154795179,47.302926674934284,15.69520383202304,216.18882949034185
Biscoe,Gentoo,male,5339.082862902472,49.092158765657125,16.252035702743942,221.7576724439063
Biscoe,Gentoo,male,5740.213712443627,48.40090954727695,15.529802909843154,217.2366479961504
Biscoe,Gentoo,male,5409.543564935455,52.01071406427936,16.00652598613056,220.81190511193128
Biscoe,Gentoo,male,5045.718504383053,45.70632139208134,14.775105379132444,208.22665417320349
Biscoe,Gentoo,male,4891.034848568803,48.47810520623488,15.769116007294897,221.09039026282645
Biscoe,Gentoo,male,5168.477130944505,48.94481954075539,14.54649256327399,218.59892892554038
Biscoe,Gentoo,male,5487.118794486797,51.7202433327447,16.07721563521333,226.8361170310897
Biscoe,Gentoo,male,5329.266369228655,49.046839531274934,15.519315102190212,221.1051250750102
Biscoe,Gentoo,male,5238.26454401163,49.84815273555575,15.73176792821165,224.89008653376013
Biscoe,Gentoo,male,5512.973509141912,46.23466238540799,14.792215341029731,212.72397962373725
Biscoe,Gentoo,male,5142.608619918632,45.68739471038621,16.724184767464095,221.9185812487021
Biscoe,Gentoo,male,5788.120891179691,51.78019925686275,15.543503478343142,226.45444223626765
Biscoe,Gentoo,male,5297.646741833286,47.888873207317964,15.076464039188135,214.29482181380416
Biscoe,Gentoo,male,5430.245085131495,47.165616063571214,15.673241992214887,231.59307720887995
Biscoe,Gentoo,male,5201.896380355919,47.9599295913022,15.044947338223151,214.0168841581634
Biscoe,Gentoo,male,5656.280206389835,52.17922495985619,16.34886062615576,226.04491570052699
Biscoe,Gentoo,male,5602.214719264203,48.55789636584002,14.288866927764689,221.5767634473435
Biscoe,Gentoo,male,5345.450848042165,51.09178700915453,15.93128032830036,227.76696290091095
Biscoe,Gentoo,male,4868.142526980424,45.53013966667989,14.963717278194967,214.80918061150592
Biscoe,Gentoo,male,5534.96722737617,46.7209648861852,14.705636369114988,217.13708606956692
Biscoe,Gentoo,male,5618.211712921225,43.55599775948438,15.574460958632754,221.98446140373298
Biscoe,Gentoo,male,5638.563667760543,48.29009230614066,16.18481025033081,226.64866266444048
Biscoe,Gentoo,male,5813.515241802561,47.80182926141997,15.894008588073817,220.84943127142563
Biscoe,Gentoo,male,5228.102330377198,48.26674331996908,15.30866351487618,221.40848938378736
Biscoe,Gentoo,male,5253.610361943725,49.25831356923751,17.01922390197851,218.88655751764963
Biscoe,Gentoo,male,5084.243343885388,48.59328973745323,15.400120084737406,221.49698332149202
Biscoe,Gentoo,male,5753.469888922985,49.30691755403821,14.093165266913559,209.68070587082053
Biscoe,Gentoo,male,5340.853022704419,49.64203033471775,15.819121905988842,230.5189088874829
Biscoe,Gentoo,male,5235.0416083885875,46.4315874464204,15.990057832497415,216.98072355833085
Biscoe,Gentoo,male,5470.4577909425,44.1479546255457,14.625281052459655,211.98152596582875
Biscoe,Gentoo,male,5424.9953855535105,52.52174254774747,15.904446898615184,225.15626244847311
Biscoe,Gentoo,male,5285.81162199511,51.647675226170094,15.871728631408843,229.31661643903306
Biscoe,Gentoo,male,6100.596690286635,55.27056738533167,16.02639268765161,231.23035706112756
Biscoe,Gentoo,male,5252.942649208574,48.96575101406696,16.397412511643804,219.39473284245022
Biscoe,Gentoo,male,5842.32836270487,48.354791115435916,14.294267237933369,216.31007122027532
Biscoe,Gentoo,male,5672.76902258214,47.44535908624657,15.603309461137847,219.48821232747017
Biscoe,Gentoo,male,6053.653419331063,50.55461856360586,15.896360749982462,224.23280502418635
Biscoe,Gentoo,male,5519.203747899403,52.24525350643345,16.98124048216158,226.7557934404067
Biscoe,Gentoo,male,5487.635337752554,50.68453669757555,15.915253143675452,225.52269051702262
Biscoe,Gentoo,male,5291.869896322387,50.746230520348846,16.253365196393606,219.47401861377384
Biscoe,Gentoo,male,5108.483959428044,47.240356612564355,15.622438851118586,219.13373089125065
Biscoe,Gentoo,male,5390.370653381694,48.164763716402746,15.166993587360837,222.13682654962977
Biscoe,Gentoo,male,5299.019968688451,53.96464528684701,16.429471144783253,229.5824913065812
Biscoe,Gentoo,male,5323.260771030782,46.981214006755785,14.826278231593555,219.67907723329304
Biscoe,Gentoo,male,5601.58813373279,48.22197875343093,15.089744449369508,224.02461836748734
Biscoe,Gentoo,male,5344.745292278207,49.737980092204914,16.90733592091663,229.44645835417836
Biscoe,Gentoo,male,4415.71877284579,46.31836829234462,15.749070959577267,224.85899730728113
Biscoe,Gentoo,male,5419.389081198031,51.03683309760573,14.607247158081528,219.8255621831936
Biscoe,Gentoo,male,5543.747769914263,52.77792328596703,15.640809740551482,226.24200265725412
Biscoe,Gentoo,male,5462.642679749787,49.053941153733675,16.66090258318231,231.84953252713885
Biscoe,Gentoo,male,5547.783746252009,48.27721310479794,15.963079118694429,222.813044147056
Biscoe,Gentoo,male,5343.823532328389,48.981768764989845,15.194575817099773,217.92611195057623
Biscoe,Gentoo,male,5783.119849317876,47.85009649838383,14.963707724336244,218.19699717493882
Biscoe,Gentoo,male,5378.665050657713,46.62316812053169,15.782366681290126,227.1694484402547
Biscoe,Gentoo,male,5341.17595312514,48.625621233959926,16.227981234698493,220.93428726480104
Biscoe,Gentoo,male,5774.467021743227,49.79792199859266,15.176533784608996,217.06066195845946
Biscoe,Gentoo,male,5858.310382593988,53.96356938455622,17.027051849432468,231.36663511810045
Biscoe,Gentoo,male,5353.688660588368,49.9184679286205,15.711650881106854,214.03379332576569
Biscoe,Gentoo,male,5445.245708747348,46.45703838275922,14.959923524110026,211.70885095062306
Biscoe,Gentoo,male,5262.418180791662,48.65001258057134,14.634854394043733,224.47623338653338
Biscoe,Gentoo,male,5525.501104685092,49.438759828451474,15.250294346507891,222.62599256294317
Biscoe,Gentoo,male,6030.685930905397,55.74798538246584,17.65887960420999,245.4620721756253
Biscoe,Gentoo,male,5759.1636849399965,53.37353556699324,17.671943691054445,233.60387415622063
Biscoe,Gentoo,male,5687.0735076812425,47.40882920329823,15.9709417019185,216.0375530201929
Biscoe,Gentoo,male,5630.85321787464,55.64181619646031,16.073787814256725,237.51558212948262
Biscoe,Gentoo,male,5418.57204678665,49.58296974461553,15.801238560639144,220.49580165792023
Biscoe,Gentoo,male,4963.081155277438,49.23596402775677,15.486820436416528,224.15237133165755
Biscoe,Gentoo,male,5719.398191133391,47.797591507933426,15.562346524247118,224.91291704285032
Biscoe,Gentoo,male,5530.177390824709,54.82014438311999,15.23598092523472,224.04880912650663
Biscoe,Gentoo,male,5322.376835337586,44.38469086450992,15.175913936983823,222.824767918277
Biscoe,Gentoo,male,5895.466789775465,52.54123853570081,16.556891352611256,224.39114315521257
Biscoe,Gentoo,male,5749.667196622983,47.49159684568943,16.953427109151143,221.32058225026913
Biscoe,Gentoo,male,5863.73363496574,51.71224899524632,16.4534940339404,225.21729197772405
Biscoe,Gentoo,male,5718.938955347691,49.40703417983396,14.758754523244217,216.9663538038927
Biscoe,Gentoo,male,5246.128643171878,50.36111532335781,15.44535844110163,225.68318325811737
Biscoe,Gentoo,male,5404.983032344104,54.39629022860367,17.057672619280194,219.95462963925
Biscoe,Gentoo,male,4886.498098858706,44.193695658415294,15.701319590575238,230.70497599540764
Biscoe,Gentoo,male,5421.845082572713,48.06515463854083,15.018782284568935,218.72242497542345
Biscoe,Gentoo,male,4928.062084408226,45.971565489119165,15.039139400792896,217.79367258115224
Biscoe,Gentoo,male,5520.008047593218,49.75772247745431,17.041161588702202,217.1214237361663
Biscoe,Gentoo,male,5533.119455490372,53.033855887213015,16.41197028654818,228.857123421042
Biscoe,Gentoo,male,5291.199631631468,46.689401794239345,15.5782878668858,224.00741890651744
Biscoe,Gentoo,male,5477.514885562095,49.394897775679745,16.78949703312841,228.32251877766856
Biscoe,Gentoo,male,4978.13573329333,45.5093610495566,14.532765586713886,219.57271579649682
Biscoe,Gentoo,male,5603.548477378686,51.651470012787485,15.9696849949214,226.4742625062071
Biscoe,Gentoo,male,6080.525673320914,54.71729227243413,16.62715137289407,225.977433089887
Biscoe,Gentoo,male,5673.3568244622775,49.908467874548265,14.76280735751442,216.43808845120753
Biscoe,Gentoo,male,6027.41059757745,45.32999913159723,15.151339320566686,215.86598173592904
Biscoe,Gentoo,male,5438.765473830852,55.2247353895435,16.568495186290612,230.70303324625158
Biscoe,Gentoo,male,5399.342523025911,47.28545155599834,15.182634192998297,229.25350026957517
Biscoe,Gentoo,male,5844.223718451254,50.17198125618886,14.263474932585831,217.24095827287027
Biscoe,Gentoo,male,5643.102912224191,53.22204437844518,15.607210663211822,221.25504538286185
Biscoe,Gentoo,male,5735.646730686942,54.03827936352007,17.49538766893266,227.63667999494595
Biscoe,Gentoo,male,5442.504835807076,47.664051735716825,14.961031260428618,217.7967072698953
Biscoe,Gentoo,male,5469.876614180351,51.60654445575885,15.177741118233131,227.54671390957722
Biscoe,Gentoo,male,5563.142243575695,55.40832796643851,15.740425372780065,221.40345018426726
Biscoe,Gentoo,male,5498.487385258292,49.78870267763447,16.409724659430132,219.4152395322146
Biscoe,Gentoo,male,5732.719481778733,45.94445313050082,15.007146175173682,219.68067359012485
Biscoe,Gentoo,male,5369.633301894229,48.88896750524351,15.838929448965427,217.03877681019645
Biscoe,Gentoo,male,5196.698375322367,44.487374662632085,15.187168276406723,217.73646614480657
Biscoe,Gentoo,male,5948.193558777555,51.9618409824834,14.600162521035417,221.83878690005147
Biscoe,Gentoo,male,5253.8086259394495,45.819946454737995,15.23641013795617,215.37912222828066
Biscoe,Gentoo,male,5575.119229248225,50.98398337062409,16.103639505988422,223.7571799376972
Biscoe,Gentoo,male,4902.071120145526,47.04423166892478,15.56126618319458,224.35643379664265
Biscoe,Gentoo,male,5283.262986615068,52.13816006848221,15.558170267199381,217.14831320928
Biscoe,Gentoo,male,6243.126681222154,51.12872396705002,15.495723484165175,224.2318432439103
Biscoe,Gentoo,male,5513.523231212782,45.38219546320584,14.97364389710728,217.18844814241152
Biscoe,Gentoo,male,5740.4714848514695,53.47665739899992,16.097572407443543,227.9716473666534
Biscoe,Gentoo,male,5654.945326101255,46.066794842298094,16.559270119746962,221.52452117244022
Biscoe,Gentoo,male,5040.224692904411,49.43322764190133,14.719724597375034,221.1003935682734
Biscoe,Gentoo,male,5753.974062024566,50.70323413517499,15.170341433230451,219.39112887291185
Biscoe,Gentoo,male,5164.921780381164,49.19730570403274,15.148606933231658,212.96258366555554
Biscoe,Gentoo,male,5708.117286924251,47.906723144187175,14.789003523657403,218.7162523234966
Biscoe,Gentoo,male,5107.245929402377,51.91369787288051,14.947478356064947,224.17922503619232
Biscoe,Gentoo,male,5474.915535686652,53.59680855008135,15.800824789393767,225.37384488646046
Biscoe,Gentoo,male,5650.869740330825,51.40090062833374,15.686848042680076,225.6781759756892
Biscoe,Gentoo,male,5382.728893569271,52.210516142113214,15.885163331228291,217.63682748971408
Biscoe,Gentoo,male,5439.484492649766,52.1544320519556,15.663485451250816,224.6032895493727
Biscoe,Gentoo,male,5664.276939919927,45.69785516990348,14.800102687851854,222.58644356405472
Biscoe,Gentoo,male,5710.42087485725,48.62442203270477,17.096679030436345,216.916984401624
Biscoe,Gentoo,male,5960.199184825866,48.55455252468542,15.516392725258983,221.96689701353785
Biscoe,Gentoo,male,6369.459968814666,54.205149552599785,17.41266183991967,219.23926900419787
Biscoe,Gentoo,male,5449.525743269874,53.840563344836625,15.073411000609049,219.73189534012147
Biscoe,Gentoo,male,5901.1816843010965,48.502604673131465,16.230766044708428,223.12111135206348
Biscoe,Gentoo,male,5701.712663719917,51.33223775483401,15.735158048722528,228.15219535785928
Biscoe,Gentoo,male,5506.769034573818,45.26448557120485,16.218697087643687,219.13807711317455
Biscoe,Gentoo,male,5468.230022516082,49.55438704719953,15.838925241717835,231.27308096583758
Biscoe,Gentoo,male,5172.683155775025,54.927815285001984,15.949162548676155,225.70924034969414
Biscoe,Gentoo,male,5795.204928942842,47.493689942555,16.136487335541204,222.0825273221735
Biscoe,Gentoo,male,5809.556736255531,53.96842135518954,15.985910224160953,227.85581686245928
Biscoe,Gentoo,male,5327.658390591926,48.630643719178344,15.04659383809193,218.59431465447898
Biscoe,Gentoo,male,5108.607457431443,49.38953086735765,15.761393257317398,226.34190215207136
Biscoe,Gentoo,male,5494.319640733774,50.93052931267939,14.517181637415991,221.15743600678155
Biscoe,Gentoo,male,5834.589013325227,54.55919067520963,16.323789827194087,232.24644336645432
Biscoe,Gentoo,male,6029.962002554208,50.670296118072166,15.560643243609855,222.30406734380858
Biscoe,Gentoo,male,5310.490011555388,50.6758559724425,16.172314958479948,230.01250767375925
Biscoe,Gentoo,male,5447.203731622842,52.37681408123731,14.574619309599084,219.09928635845384
Biscoe,Gentoo,male,6021.356935169265,47.53501643845467,16.43138568643958,225.62139853806377
Biscoe,Gentoo,male,5358.684855158739,44.947149825450694,15.307080976070782,216.53824487849084
Biscoe,Gentoo,male,5168.544613684707,45.91858768892479,14.099142907083252,206.87035419984414
Biscoe,Gentoo,male,5593.992376244821,55.81741406856742,17.1705339641422,230.80203277392334
Biscoe,Gentoo,male,6229.432821632997,50.32840391769981,16.182543643195903,228.47721678966266
Biscoe,Gentoo,male,5249.273713166384,45.31726258603583,14.66215964875088,224.79040531102788
Biscoe,Gentoo,male,5336.6555755263025,52.23038823587777,16.845982329407896,223.63237381929804
Biscoe,Gentoo,male,5452.256259927699,50.75921029000247,15.724163743929957,228.3222779246959
Biscoe,Gentoo,male,5503.348764883301,51.95986960456726,15.709333985644355,218.28792469808354
Biscoe,Gentoo,male,5363.070354822238,49.798939270521856,16.62561800918153,219.29789046006792
Biscoe,Gentoo,male,5634.659791829743,47.962302692890106,16.067301019717334,220.02792567862178
Biscoe,Gentoo,male,5279.4363927972545,49.40575548371799,15.078865101710907,209.90332649228122
Biscoe,Gentoo,male,5442.601965981082,53.93264963761962,16.395567440622333,229.76537648478063
Biscoe,Gentoo,male,5696.527230633806,50.55781384210842,15.42230884536535,221.10722638517393
Biscoe,Gentoo,male,5526.132667498883,51.11298469551712,16.406655504904347,222.90140435548295
Biscoe,Gentoo,male,5700.841733184406,50.678472590275696,16.100449502194362,224.85879537146474
Biscoe,Gentoo,male,5049.318083863713,49.1795019501106,15.267944779389111,222.5921061459349
Biscoe,Gentoo,male,5224.826523357724,53.00245758685821,15.283489821411429,219.98702291832603
Biscoe,Gentoo,male,5436.387674721415,50.7470837365061,15.747459047018769,215.5582730886844
Biscoe,Gentoo,male,4991.750135517629,48.60169612772989,15.064531438182751,223.0795208155646
Biscoe,Gentoo,male,5544.49855181031,49.09803458413483,16.310190220755278,223.77565184104256
Biscoe,Gentoo,male,5773.441790493667,46.81920202399589,16.2963715985903,221.76877064450048
Biscoe,Gentoo,male,5443.750095282099,47.495550378394476,14.921727447626326,219.23036435796152
Biscoe,Gentoo,male,4971.195608880588,45.416147439327155,15.645116830065978,209.09479008889625
Biscoe,Gentoo,male,5407.190099843279,48.337036840684,15.535202358736147,223.01001378338222
Biscoe,Gentoo,male,5077.690141841403,50.63200007021029,16.475732778633326,219.40651876034673
Biscoe,Gentoo,male,5401.66938120578,56.408803878484065,16.506864379797992,229.30389399856642
Biscoe,Gentoo,male,5046.213341984923,46.74883173656177,14.093264861721295,211.84588268321303
Biscoe,Gentoo,male,4845.171558273309,46.92997067620262,15.571663474022312,213.63470040448595
Biscoe,Gentoo,male,5751.6110996469,50.78959036465798,15.051612795982829,217.4420432405254
Biscoe,Gentoo,male,5566.127572362134,55.83912240628866,15.791456036198314,226.17226188382244
Biscoe,Gentoo,male,5120.304771724282,49.06692295269414,15.277719834153093,210.49838734663
Biscoe,Gentoo,male,5042.617920520158,45.740328137933595,16.337303038222785,223.34654738396986
Biscoe,Gentoo,male,5100.233275469062,48.499014578791424,14.714950173758872,210.6241291422399
Biscoe,Gentoo,male,5316.710875806629,49.00061242608508,15.71103040581955,220.7260319883677
Biscoe,Gentoo,male,5861.086513436953,50.71188311948713,14.760664025205795,220.58798401679448
Biscoe,Gentoo,male,5603.705282995399,46.13827772611252,14.369016817031058,222.43802773125913
Biscoe,Gentoo,male,5184.98724841139,49.30138155807709,14.584240648811713,224.37666654513475
Biscoe,Gentoo,male,5791.042160693452,46.45751310434751,15.423157072988328,225.34050133460457
Biscoe,Gentoo,male,5049.12779967964,46.48712618988611,16.278781539306653,222.2757602859434
Biscoe,Gentoo,male,6010.086721399405,55.90990446616033,15.749706461194627,229.3328675551845
Biscoe,Gentoo,male,5406.3908358951085,49.17888130817544,15.086726511687607,221.91942480232882
Biscoe,Gentoo,male,5933.36871484794,51.226891100985874,16.07227788152882,229.2081858175117
Biscoe,Gentoo,male,5166.418483987959,49.7612101833807,14.82762476102834,219.4359728072307
Biscoe,Gentoo,male,5475.311672707018,50.00325712641408,16.03876862068754,220.27864818802615
Biscoe,Gentoo,male,5325.027677545116,47.90521203683547,15.529458680518927,216.76802670926998
Biscoe,Gentoo,male,5591.5440934274575,55.04416215342802,16.500397343470002,225.65648761577714
Biscoe,Gentoo,male,5180.983733929028,52.063208906925134,14.731700469677648,215.02186880531306
Biscoe,Gentoo,male,5101.279125998664,49.682409922570905,15.429961472446607,218.83926093830917
Biscoe,Gentoo,male,5187.4178499898935,48.02507455136525,15.65573845732119,221.91099802529462
Biscoe,Gentoo,male,6037.884543453781,47.46318775665445,15.964535378501568,219.48462675385426
Biscoe,Gentoo,male,5560.043886088532,54.518544088476695,15.772601508685847,219.3769637011289
Biscoe,Gentoo,male,5806.914034002547,52.09322498196688,15.683382316017855,227.58137956933575
Biscoe,Gentoo,male,5246.077100928144,52.2867555435362,16.445342204613787,226.35389792971708
Biscoe,Gentoo,male,5449.972693485963,50.14844205020303,15.829001716522104,219.18367562653228
Biscoe,Gentoo,male,5455.975798658059,48.302941754429504,15.855470294179044,225.9391733999143
Biscoe,Gentoo,male,5398.58081806398,42.49950965057064,14.822227072268488,212.48027117844134
Biscoe,Gentoo,male,5441.423083616351,49.28326622460617,16.03127512090483,218.174878294597
Biscoe,Gentoo,male,5577.382516369996,53.34751696974005,17.750688789921327,236.640315803783
Biscoe,Gentoo,male,5236.641377603945,53.68542498809822,16.842801978424227,224.51819760341283
